대여소 번호,보관소(대여소)명,자치구,상세주소,위도,경도,설치시기,LCD,QR,운영 방식
1750, 창포원 남쪽 입구,도봉구, 도봉구 도봉동 22-25,37.688267,127.048897,2020-03-23,0.0,12.0,QR
1751, 창원초등학교 교차로,도봉구, 도봉구 창동 315,37.652123,127.041702,2020-03-23,0.0,25.0,QR
1752, 창동 주공 4단지 입구 옆,도봉구, 도봉구 창동 34,37.645481,127.048576,2020-03-17,0.0,10.0,QR
1754, 창동시장입구 사거리,도봉구, 도봉구 쌍문동 83-7,37.646896,127.033432,2020-03-17,0.0,10.0,QR
1756,서울북부광역등기국,도봉구,서울시 도봉구 노해로 325,37.651447,127.044708,2020-03-17,0.0,10.0,QR
1757,솔밭공원역 1번출구 앞,도봉구,삼양로590,37.655685,127.013382,2020-03-25,0.0,10.0,QR
1758,북서울교회 버스정류소 앞,도봉구,삼양로606,37.65728,127.013756,2020-03-25,0.0,10.0,QR
1759,서울북부지방법원 앞,도봉구,마들로749,37.677219,127.048637,2020-03-18,0.0,10.0,QR
1761,방학중학교 앞,도봉구,시루봉로188,37.665623,127.03109,2020-03-21,0.0,10.0,QR
1762,북한산 한신휴플러스APT앞,도봉구,도봉로136가길73,37.655338,127.042419,2020-03-18,0.0,30.0,QR
1765,쌍문역 1번 출구(양산부인과 빌딩),도봉구,도봉로496,37.64967,127.035614,2020-03-18,0.0,10.0,QR
1767,태양중앙교회 앞,도봉구,방학로172,37.66251,127.033279,2020-03-21,0.0,10.0,QR
1768,신동아타워 버스정류소,도봉구,방학로210,37.662052,127.028755,2020-03-21,0.0,8.0,QR
1770,강북성복교회 주변,도봉구,방학동735-4,37.661644,127.035774,2020-03-21,0.0,8.0,QR
1771,성원APT버스정류소,도봉구,시루봉로6길86,37.657967,127.03009,2020-03-18,0.0,15.0,QR
1772,시립도봉노인복지관 버스정류소,도봉구,해등로190,37.658051,127.035759,2020-03-23,0.0,10.0,QR
1774,반석교회(쌍문동),도봉구,노해로239,37.651348,127.034729,2020-03-17,0.0,8.0,QR
1775,신원리베르텔 앞,도봉구,노해로341(연안식당 창동점 앞),37.651287,127.045548,2020-03-17,0.0,15.0,QR
665,이문동 쌍용아파트 정문,동대문구,동대문구 한천로58길 47,37.599606,127.068642,2020-04-19,0.0,11.0,QR
666,이문대성유니드아파트 앞,동대문구,한천로58길 151,37.603622,127.070831,2020-04-21,0.0,20.0,QR
667,청량차도 육교 밑,동대문구,제기로 126,37.586594,127.046997,2020-04-19,0.0,7.0,QR
668,서울축산농협(장안지점),동대문구,동대문구 장안동 469-8 ,37.568653,127.069183,2020-04-22,0.0,10.0,QR
669,청계신한신휴플러스앞 삼거리,동대문구,서울시립대로14,37.572048,127.044663,2020-04-19,0.0,10.0,QR
670,삼육서울병원 버스정류장,동대문구,망우로74,37.589687,127.061409,2020-04-22,0.0,9.0,QR
671,대광빌딩,동대문구,동대문구 신설동 168-7 ,37.577343,127.023377,2020-03-27,0.0,15.0,QR
672,대광고등학교,동대문구,동대문구 신설동 397-2 ,37.57859,127.02385,2020-03-27,0.0,17.0,QR
673,안암골벽산아파트(후문),동대문구,동대문구 제기동 190-11 ,37.58408,127.031036,2020-03-28,0.0,10.0,QR
674,고대앞사거리 교통섬,동대문구,동대문구 제기동 142-21 ,37.586552,127.033142,2020-03-30,0.0,15.0,QR
675,성복교회 앞 (장평교 아래),동대문구,동대문구 장안벚꽃로 139,37.572025,127.077004,2020-04-16,0.0,10.0,QR
676,FITI시험연구원 앞,동대문구,동대문구 정릉천동로 102,37.581432,127.035477,2020-03-28,0.0,9.0,QR
677,청량리역 4번 5번출구 사이,동대문구,청량리역환승센터 횡단보도,37.580151,127.045799,2020-04-19,0.0,20.0,QR
678,장안힐스테이트(아) 앞,동대문구,동대문구 답십리로69길 93,37.576557,127.07431,2020-04-26,0.0,15.0,QR
679,전농SK아파트 앞,동대문구,동대문구 사가정로 150 ,37.577877,127.061684,2020-04-16,0.0,10.0,QR
680,꿈마루어린이도서관 앞,동대문구,동대문구 이문로 55,37.592384,127.057411,2020-04-19,0.0,15.0,QR
681,서울특별시 동부교육지원청(육교),동대문구,동대문구 전농로168,37.579838,127.056374,2020-04-19,0.0,15.0,QR
2073,동작상떼빌 103동 앞,동작구, 동작구 신대방1가길 38,37.486935,126.907562,2020-04-27,0.0,20.0,QR
2076,노들나루공원 입구,동작구, 동작구 본동 258-49,37.513577,126.955551,2020-04-24,0.0,18.0,QR
2077,노들역 3번출구,동작구, 동작구 노량진로 250-1,37.511936,126.954163,2020-04-23,0.0,10.0,QR
2078,흑석 아크로리버하임(103동),동작구, 동작구 흑석동 143-57,37.510838,126.961632,2020-04-22,0.0,20.0,QR
2079,중앙대학교 정문,동작구, 동작구 흑석동 221-1,37.506672,126.957779,2020-04-22,0.0,25.0,QR
2080,빕스 대방점 앞,동작구, 동작구 대방동 341-15,37.512135,126.925438,2020-04-23,0.0,15.0,QR
2081,대방1차 e편한세상 앞,동작구, 동작구 대방동 338-6,37.513062,126.929512,2020-04-23,0.0,15.0,QR
2082,7호선 이수역7번출구,동작구, 동작구 동작대로 89,37.485615,126.981979,2020-04-26,0.0,10.0,QR
2083,흑석롯데캐슬에듀포레(107동),동작구, 동작구 흑석동 86-212,37.504704,126.960732,2020-04-22,0.0,15.0,QR
2084,e편한세상 상도노빌리티 앞,동작구, 동작구 상도동 26-77,37.504562,126.946785,2020-04-24,0.0,25.0,QR
2085,강남중학교 앞,동작구, 동작구 대방동 466-45,37.502743,126.921578,2020-04-23,0.0,20.0,QR
2086,삼일수영장 앞,동작구, 동작구 사당로27길 103,37.487412,126.974739,2020-04-26,0.0,22.0,QR
2088,상도중앙하이츠빌 입구,동작구, 동작구 상도동 159-186,37.500248,126.94973,2020-04-24,0.0,10.0,QR
2089,사당역10번출구(금강빌딩),동작구, 동작구 동작대로 29,37.479107,126.981506,2020-04-26,0.0,10.0,QR
2090,기아자동차 사당점 앞,동작구, 동작구 사당로 272,37.48378,126.977921,2020-04-26,0.0,15.0,QR
2091,이수역9번출구(맥도날드),동작구, 동작구 사당동 147-141,37.484135,126.977882,2020-04-26,0.0,15.0,QR
2092,흑석한강푸르지오(110동),동작구, 동작구 흑석동 336-7,37.503113,126.964714,2020-04-24,0.0,15.0,QR
2093,상도SH빌아파트 입구,동작구, 동작구 상도로53길 70,37.503212,126.954598,2020-05-12,0.0,12.0,QR
2094,숭실대학교(중문) ,동작구, 동작구 상도동 512-10,37.495506,126.956375,2020-04-24,0.0,30.0,QR
2095,경문고등학교 앞,동작구, 동작구 동작동 산1-13,37.491501,126.982407,2020-04-24,0.0,10.0,QR
2096,서울특별시 동작관악교육지원청,동작구,동작구 상도2동175-1,37.502838,126.940338,2020-04-30,0.0,13.0,QR
487,신석초교앞 교차로 교통섬,마포구,마포구 용강동 494-6 ,37.54364,126.938309,2020-04-03,0.0,26.0,QR
488,푸르메병원,마포구,마포구 상암동 632,37.584568,126.880211,2020-04-06,0.0,10.0,QR
489,구룡근린공원,마포구,마포구 상암동 1583,37.583336,126.8834,2020-04-06,0.0,10.0,QR
490,가온문화공원,마포구,마포구 상암동 1594,37.582077,126.887665,2020-04-06,0.0,10.0,QR
491,월드컵파크 4단지,마포구,마포구 상암동 1761,37.575977,126.888069,2020-04-06,0.0,10.0,QR
492,성산시영아파트 후문,마포구, 마포구 중동 77-11,37.573135,126.901848,2020-06-03,0.0,10.0,QR
493,홍대입구역 6번출구,마포구,마포구 서교동 193-4,37.556576,126.928856,2020-04-12,0.0,7.0,QR
495,염리초등학교 앞,마포구,마포구 도화동 536,37.542431,126.946999,2020-03-26,0.0,10.0,QR
497,합정동주민센터 앞,마포구,마포구 합정동 473-2,37.551754,126.9123,2020-04-06,0.0,20.0,QR
498,연남동주민센터 앞,마포구,마포구 연남동 250-11,37.564651,126.922127,2020-04-08,0.0,10.0,QR
3002,벽산상암스마트큐브 ,마포구,마포구 성산동 593-1,37.565044,126.903603,2020-04-06,0.0,10.0,QR
3003,래미안공덕3차아파트,마포구,마포구 공덕동 457,37.548805,126.951073,2020-04-02,0.0,5.0,QR
3005,마포구청 청사내,마포구,마포구 월드컵로 212,37.566246,126.902184,2020-04-02,0.0,20.0,QR
3006, 상암월드컵파크5단지(상암중학교),마포구,마포구 상암동 1727,37.57991,126.888237,2020-04-06,0.0,15.0,QR
3007,MBC 앞,마포구,마포구 상암동 1704,37.581947,126.890297,2020-04-06,0.0,10.0,QR
3008,DMC역7번출구,마포구,마포구 상암동 1133,37.577114,126.898361,2020-04-06,0.0,10.0,QR
3009,서교동사거리,마포구,마포구 서교동 418,37.55584,126.920433,2020-04-12,0.0,10.0,QR
3010,홍대입구역 3번출구,마포구,마포구 동교동 155-27,37.558296,126.925385,2020-04-12,0.0,15.0,QR
3011,경의선(노고산동),마포구,마포구 노고산동 112-12,37.553429,126.933792,2020-04-08,0.0,10.0,QR
3109,북한산더 106동 앞,서대문구,홍은동 137-8 ,37.592934,126.941292,2020-04-09,0.0,15.0,QR
3110,홍은 현대아이파크 아파트 202동 앞,서대문구,홍은동 202-6,37.589283,126.936943,2020-04-09,0.0,15.0,QR
3111,무악재역 4번 출구,서대문구,홍제동 25-1,37.582211,126.950165,2020-04-10,0.0,10.0,QR
3112,독립문역 5번 출구,서대문구,현저동 95-3,37.57386,126.958298,2020-02-13,0.0,9.0,QR
3113,독립문역사거리,서대문구,현저동 935,37.572205,126.959747,2020-02-11,0.0,25.0,QR
3114,충정로역 3번 출구,서대문구,합동 31-16,37.560463,126.965523,2020-04-12,0.0,12.0,QR
3115,북아현 치안센터 인근,서대문구,북아현동 251-73,37.561455,126.95575,2020-05-12,0.0,20.0,QR
3116,신촌역 4번출구,서대문구,창천동 30-16,37.555504,126.937203,2020-04-05,0.0,10.0,QR
3117,이화여대 인문관 인근,서대문구,대신동 143-14 ,37.564068,126.945328,2020-04-12,0.0,10.0,QR
3119,연희 브라운스톤 아파트 앞,서대문구,연희동 209-2,37.565197,126.929855,2020-04-10,0.0,10.0,QR
3120,DMC엘가아파트 앞,서대문구,남가좌동 105-4,37.569836,126.918091,2020-04-08,0.0,12.0,QR
3121,가좌삼거리,서대문구,북가좌동 487-1,37.570652,126.912987,2020-04-08,0.0,15.0,QR
3122,북가좌삼거리2,서대문구,북가좌동474-1,37.574284,126.906464,2020-04-08,0.0,30.0,QR
3123,DMC파크뷰자이1단지 110동 앞,서대문구,남가좌동 385-13 ,37.572388,126.915108,2020-05-04,0.0,30.0,QR
3124,DMC센트럴아이파크아파트,서대문구,남가좌동 318-4,37.578121,126.921753,2020-04-08,0.0,20.0,QR
3125,연희파크푸르지오아파트 앞,서대문구,연희동 736,37.575642,126.927826,2020-04-10,0.0,15.0,QR
3126,남가좌동 제2공영주차장,서대문구,남가좌동 3-76,37.583344,126.922745,2020-04-08,0.0,10.0,QR
3127,홍은2파출소 옆,서대문구,서대문구 홍은동424-1,37.583336,126.936287,2020-04-09,0.0,10.0,QR
3128,동신병원 맞은편,서대문구,서대문구 홍은동274-18,37.581318,126.935997,2020-04-10,0.0,7.0,QR
3129,DMC래미안e편한세상203동옆,서대문구,서대문구 북가좌동477-1,37.576263,126.911324,2020-04-22,0.0,20.0,QR
3130,가재울사거리,서대문구,서대문구 남가좌동385-16,37.574348,126.918823,2020-05-04,0.0,20.0,QR
3131,연가교 교차로,서대문구,서대문구 남가좌동 385-6,37.572159,126.921188,2020-05-04,0.0,15.0,QR
3132,홍제교,서대문구,서대문구 홍제동394-46,37.591862,126.944214,2020-04-09,0.0,20.0,QR
3133,핀란드 타워앞,서대문구,서대문구 대현동60-11,37.557114,126.948814,2020-04-12,0.0,18.0,QR
3134,SK리체블(상수도사업본부),서대문구,서대문구 합동 17-3 ,37.561317,126.966583,2020-04-12,0.0,10.0,QR
2514,사평역 2번출구,서초구,서울시 서초구 반포동 30-5 ,37.503643,127.016022,2020-02-20,0.0,10.0,QR
2515,서초초등학교 후문,서초구,서울시 서초구 서운로 178,37.498928,127.024727,2020-02-20,0.0,15.0,QR
2516,본마을 노인복지센터 앞,서초구,서울특별시 서초구 본마을2길 2,37.454418,127.052742,2020-02-19,0.0,10.0,QR
2517,서초3교(효령로69길 방면),서초구,서울특별시 서초구 효령로69길,37.48716,127.024376,2020-02-19,0.0,20.0,QR
2518,서초3교(효령로70길 방면),서초구,서울특별시 서초구 효령로70길,37.487484,127.025147,2020-02-19,0.0,20.0,QR
2519,서초2교(사임당로 방면),서초구,서울특별시 서초구 사임당로137,37.491009,127.023521,2020-02-20,0.0,15.0,QR
2520,서초1교 (진흥아파트 방면),서초구,서초구 서초대로65길,37.496193,127.021011,2020-02-20,0.0,20.0,QR
2521,서초 크로바타워 앞,서초구,서초구 서초대로 347,37.495564,127.01918,2020-02-20,0.0,13.0,QR
2523,뉴코아 킴스클럽 앞,서초구,서초구 잠원로 51,37.510193,127.007256,2020-02-21,0.0,10.0,QR
2524,반포쇼핑타운 8동 앞,서초구,서초구 신반포로 219 반포쇼핑타운,37.507351,127.008019,2020-02-21,0.0,10.0,QR
2525,반포쇼핑타운 2동 앞,서초구,서초구 신반포로 165 ,37.505608,127.002159,2020-02-21,0.0,15.0,QR
2526,반포경남쇼핑 앞,서초구,서초구 신반포로 143 ,37.504787,126.999924,2020-02-21,0.0,10.0,QR
2527,반포중학교 앞(세화여고 맞은편),서초구,서초구 신반포로67,37.502674,126.993698,2020-02-21,0.0,10.0,QR
2528,함지박 사거리,서초구,서초구 방배로 230-1 ,37.493771,126.990067,2020-02-23,0.0,10.0,QR
2529,우리은행 방배동지점 앞,서초구,서초구 방배로 183,37.489918,126.992081,2020-02-23,0.0,12.0,QR
2530,삼호3차아파트 앞,서초구,서초구 방배동 757-3,37.497795,126.987068,2020-02-23,0.0,15.0,QR
2531,멤피스아파트 앞,서초구,서초구 방배로 245,37.494205,126.989357,2020-02-23,0.0,10.0,QR
2532,국립국악원 앞,서초구,서초구 남부순환로 2364,37.478203,127.008781,2020-02-19,0.0,10.0,QR
2533,한가람미술관 앞,서초구,서초구 남부순환로 2406,37.481098,127.014061,2020-02-19,0.0,10.0,QR
2534,신흥교(애견훈련소),서초구,서초구 내곡동 1-3031 ,37.455631,127.080978,2020-02-19,0.0,10.0,QR
2535,신반포역 3번출구 뒤,서초구,서초구 신반포로 ,37.503624,126.997322,2020-02-21,0.0,15.0,QR
2536,서초종합체육관 입구,서초구,서초구 원지동 28,37.459248,127.041634,2020-02-19,0.0,20.0,QR
2537,양재역 8번출구 앞,서초구,서초구 양재동,37.482571,127.036438,2020-02-20,0.0,10.0,QR
2538,사평리 공원,서초구,서초구 잠원동 51,37.520267,127.015251,2020-02-20,0.0,10.0,QR
2539,대한무역투자진흥공사 KOTRA 앞,서초구,서초구 헌릉로 13,37.464897,127.044182,2020-02-19,0.0,10.0,QR
2540,반포천 앞,서초구,서초구 사평대로 108 ,37.498455,126.996643,2020-02-21,0.0,10.0,QR
2541,옛골 입구,서초구,청계산로 434,37.430977,127.070335,2020-02-19,0.0,15.0,QR
2542,신논현역2번출구(신논현타워 앞),서초구,서초구 강남대로 479,37.505089,127.023911,2020-02-14,0.0,10.0,QR
2545,국립중앙도서관(국제회의장옆),서초구,반포동 산60-1,37.497688,127.002388,2020-02-21,0.0,18.0,QR
3544,한양대역 3번 출구,성동구,왕십리로 206,37.554539,127.043778,2020-04-13,0.0,10.0,QR
3545,한양대역 1번출구,성동구,왕십리로 206,37.55658,127.043358,2020-04-13,0.0,10.0,QR
3547,상왕십리역 6번 출입구,성동구,왕십리로374(지하),37.564381,127.02887,2020-04-14,0.0,10.0,QR
3548,뚝섬역 6번출구,성동구,뚝섬로1길 63,37.546959,127.047669,2020-06-05,0.0,10.0,QR
3549,건영아파트 앞,성동구,성동구 동일로 265,37.555141,127.071106,2020-05-11,0.0,9.0,QR
3550,금호나들목,성동구,금호동4가 341,37.544041,127.023201,2020-04-16,0.0,20.0,QR
3551,성동도로사업소,성동구,성동구 용답동 223-7,37.559799,127.056328,2020-04-14,0.0,15.0,QR
3552,서울숲 공영주차장앞,성동구,성수동1가719,37.541958,127.04277,2020-04-13,0.0,10.0,QR
3553,마장역3번출구,성동구,마장로304-6,37.565979,127.043114,2020-04-14,0.0,10.0,QR
3555,양지사거리(센트라스APT 115동앞),성동구,용답역 2번출구 앞,37.566818,127.029152,2020-04-14,0.0,20.0,QR
3556,신금호파크자이APT앞,성동구,금호로173,37.555313,127.019791,2020-04-15,0.0,15.0,QR
3557,서울숲리버뷰자이APT105동 앞,성동구,행당동379,37.55653,127.039131,2020-04-13,0.0,10.0,QR
3558,마장동 금호어울림APT앞,성동구,마조로64-2,37.563396,127.04187,2020-04-14,0.0,10.0,QR
3559,성동구민종합체육센터 앞,성동구,왕십리로89,37.54591,127.044601,2020-04-13,0.0,10.0,QR
3560,성동구 견인차량 보관소 앞,성동구,천호대로336,37.563709,127.05645,2020-04-14,0.0,10.0,QR
3561,행당동 삼부APT후문,성동구,왕십리로278-17,37.559269,127.038399,2020-04-14,0.0,10.0,QR
1379,길음뉴타운푸르지오아파트 3단지,성북구,성북구 길음동,37.60936,127.018173,2020-03-26,0.0,15.0,QR
1380,월곡역 5번출구 앞,성북구,하월곡동 226-8(도로),37.601086,127.041237,2020-03-30,0.0,10.0,QR
1381,석계역 4번출구 뒤,성북구,성북구 석관동 375-42,37.614784,127.067001,2020-03-25,0.0,10.0,QR
1382,월곡래미안아파트 입구,성북구,성북구 하월곡동 225-5(공),37.60843277,127.0363236,2020-03-26,0.0,10.0,QR
1383,성북동 주민센터 건너편,성북구,"성북구 성북동 177-91(도로)
  - 성북동 177-28 앞",37.591095,127.003777,2020-03-28,0.0,10.0,QR
1384,성신여대입구역 5번출구,성북구,성북구 동선동 133-2 앞,37.592827,127.016289,2020-03-28,0.0,10.0,QR
1385,성신여대입구역 3번출구 앞,성북구,성북구 동소문동5가 65-16,37.592365,127.016289,2020-06-17,0.0,10.0,QR
1386,동선고가차도 초입,성북구,"성북구 동선동1가 118-2(도로)
 (동선동1가 120-1 건물 옆)",37.594158,127.018967,2020-03-28,0.0,10.0,QR
1388,커핀그루나루,성북구,성북구 동소문동3가 65-3,37.590881,127.011704,2020-03-28,0.0,10.0,QR
1390,석관래미안아트리치,성북구,석관동 323-15앞,37.606461,127.061623,2020-05-05,0.0,10.0,QR
1391,성북청소년센터,성북구,성북구 장위동 135-4,37.617073,127.056244,2020-03-24,0.0,20.0,QR
1392,돈암삼성풍림아파트,성북구,성북구 돈암동 632-6도,37.597099,127.022629,2020-03-27,0.0,10.0,QR
1393,미아 구름다리,성북구,돈암동 51-30,37.597778,127.021507,2020-05-05,0.0,10.0,QR
1394,길음뉴타운 래미안9단지,성북구,성북구 길음동 1286-12,37.602417,127.019714,2020-03-27,0.0,10.0,QR
1395,레미안장위포레카운티(102동),성북구,성북구 장위동 143-1,37.618179,127.051834,2020-03-25,0.0,20.0,QR
1396,레미안장위퍼스트하이(513동),성북구,성북구 장위동 201-6,37.618443,127.051453,2020-03-25,0.0,20.0,QR
1397,래미안월곡아파트 (창문여고 건너편),성북구,"성북구 하월곡동 225-10(도로)
",37.612103,127.036591,2020-05-26,0.0,10.0,QR
2623,석촌동 주민센터,송파구,송파구 석촌동 312,37.503624,127.103554,2020-01-17,0.0,15.0,QR
2625,가락1동 주민센터,송파구,양재대로 925,37.495876,127.108505,2020-01-20,0.0,15.0,QR
2626,경찰병원,송파구,가락동 59,37.49543,127.123108,2020-01-20,0.0,15.0,QR
2627,문정시영아파트 5동 앞 공원,송파구,송이로 31길 56,37.491123,127.135109,2020-01-20,0.0,10.0,QR
2628,문정역 1번출구,송파구,문정동 55-13,37.486698,127.122444,2020-01-20,0.0,15.0,QR
2629,문정동 힐스데이트 에코 송파,송파구,정의로 7길 13,37.485218,127.115402,2020-01-20,0.0,15.0,QR
2630,서울방이동 고분군,송파구,방이동 17,37.507866,127.116989,2020-01-21,0.0,12.0,QR
2631,배명고등학교,송파구,삼학사 11,37.497414,127.096306,2020-01-17,0.0,15.0,QR
2632,석촌고분역 2번 출구,송파구,백제고분로 275,37.502644,127.097397,2020-01-17,0.0,9.0,QR
2633,송파학사 옆,송파구,위례순환로 364,37.47813,127.147217,2020-01-21,0.0,20.0,QR
2634,위례포레샤인아파트 2318동,송파구,장지동 390-4,37.477211,127.137177,2020-01-21,0.0,15.0,QR
2635,잠실새내역 1번출구,송파구,올림픽로 지하 140,37.511295,127.086739,2020-01-16,0.0,15.0,QR
2637,잠실월드 메르디앙,송파구,올림픽로 74,37.511463,127.078812,2020-01-16,0.0,15.0,QR
2638,쌍용아파트,송파구,풍납동 457,37.526814,127.118149,2020-05-13,0.0,8.0,QR
2639,석촌역 8번출구,송파구,송파구 석촌동 209,37.505505,127.106575,2020-01-17,0.0,18.0,QR
2641,송파역 4번출구,송파구,송파대로 345,37.497726,127.107033,2020-01-20,0.0,10.0,QR
2642,마천동 성내천 쉼터,송파구,성내천로 179,37.501495,127.147781,2020-01-15,0.0,12.0,QR
2643,풍납중학교 측면,송파구,풍납동460,37.525291,127.112473,2020-01-21,0.0,10.0,QR
2644,성내5교 (GS주유소),송파구,동남로298,37.501984,127.138046,2020-01-15,0.0,10.0,QR
